text,label
rokovali vlastne hrate divadlo grc Fuj hanba Slovenska dosrali dalo,3
vychodniara diskriminujete nezasluzi novinarov zatykani fotku putami Hnusni zapadniari Blavacki,3
Hnus pliaga,3
Strcte cirkus sracky nezaujimaju chcem vysledky dane handrkovanie preberte konecne trapni ficek smeje ksichtu,3
slak strafil pekne natahujete cas nenavidim celej duse,2
Niektori rehocu niekto umrie covid OK napisu covidom problem Prasi celkom statocne,2
bozemoj stratil netrep,3
Mirko sancu nedostanu hlavne hanba posobis zahranici vies Slovensko znasat skutocne hanba,2
kokotinu zas vyhutali,3
Kokoti tyzden rokovali vyrokovali hovno par sto mrtvych tyzden,3
tliachali banda odporna teraz utiachali spravite ludi deje ldia nechcu pocuvame blaboli nezaujimaju FAKTY,3
SPINY smradlaveeee,3
Kokoti zazehnana umieraju ludia nebavili miestach karma dobehne skonci skusate ludoch,3
Super ziadnom pripade nesmu konat predcasne volby narod sprosty dokaze zvoli naspat mafianov smerohlasu,3
jasne dokedy hrat hlupe divadlo Kolar jeden odporny zmrd,3
Velka politicka fraska tragedia jednom P linsky slubili,3
naozaj prehanaju vsetkych poznam celom svete zdravy presli Covidom zomiera tolko ludi Covid cintoriny prazdne pracuju priatelia kontaktoval nedava zmysel rodiny pozostalich zacina smrdiet,1
Kollar teraz chcete ludom pomahat robili cely rok spali tvrdym spankom sipkovej Ruzenky trapni nedoveryhodni nikto neveri sklamali plnej ciare,3
Fico pravdu divadlo Kurvy ostali dvojich miestach hlavne valovy koryta,3
skoncite chvilu dementi,3
Posral vzdy dela machra nema nato suchaj nohami pocuvaj,3
Blbec fuka Matelovy zadku ide hrat ludmi poziadavky klame tiskne Chudaci vazne myslia verime,3
hrabe dobroty neviete treba Hanba,2
Spiny,3
Krajina srabe riesia Hnus,3
Spiny,3
Podvodnik specialista kurva,3
Peter Vons nemate sajnu ustave zakonoch Sak olano,0
Zbalte cela vlada zmiznite konecne niekam horucich pekiel banda prasiva Vladnut ludi priviest mizine zachcelo humusaci odporny,3
chceme isli prdele jednu poziadavku veeeelmi rychlo,3
Pan mafian pojdes sprosta vlada pcolinskym,3
Chcete cenu vladnut dalej fuj nevydrzi neverim,3
Zavret vsetkich spiny,3
Demisiu nove volby Dost Cirkusu Fuj,3
skurvena vlada povie povinne respiratory hov zdravotnici respirator rusko overal ciapku stit nakazili dobre clovek dusil tazkosti dychanim pojde nemocnici zle dycha chyti covid vybaveny dakujem skurven vlade nevie vobec nicit zivoty ludi dobre nespravili zakazuju chcu dosiahnut rezim Koreji,3
doteraz predavaly zeleziarstve zrazu ochranit smrtelnym virusom Jeb em nato,3
jeb obchode ledva vydrzim pol hodinu,3
Lubos Blaha Dovolte prelozil tlacovku Borisa Kollara ludskej reci populisticke kaleraby Kollarovo neustale hekanie prekladu nedavaju ziaden politicky zmysel rodina chce cenu ostat valovoch Europskej unie prist milard eur laskavo Matovic Sulikom prestanu hadat neruste kradnuti Kollar nechce riesit koalicne spory prenho najdolezitejsi ludia preklade ludia Mafosi Papalasi Kamosi Potrebuju ksefty love beztrestnost Program rodiny velmi jednoduchy Boris hlave kedysi startoval auta Steinhubelovi masarykovsky Nebat nakradnut Boris sice nema bohatiersky golierik stale princ Bajaja chce neohrozene bojovat ludi osobitne princezne rokoch nosili cajik lestili lesenie Neohrdne transprinceznami Krajniak dostal ulohu narychlo vymysliet marketingove sluby vdaka mohli mafosi tvarit myslia ludi Krajniak vymyslel stat ludom zapcha usta piatimi respiratormi fakt Slovensko vytrhne biedy Inak Kollarovcom jedno Ludia umieraju rekordnych poctoch nevadi Matovic psychopat chvilu rozhada tienom napise nanho zurivy status nevadi Krajci priznal vlade vedeli ludia umierat tisickach neurobili uplni sadisti nevadi Ockovanie premenilo kompletnu frasku iverkmektin dalej veselo sabotuju ludom nijako nepomahaju nevadi Polka koalicie kope Ruska zbesila nevadi Mimovladkam Kollar volbami velmi kritizoval tecu tazke prachy nevadi Jedine byty stavaju byty vladnych papalasov nevadi programe Krajniak povedz socialne dajte pokoj Liberali obsadili migracny urad nevadi Znasilnovanie ludi spajchlovanim Nevadi Zivnostnici dne nevadi nevadi Priorita jasna Tomas Borisque Masaryk nakradnut uplne jedno ludia prichadzaju uplne jedno Matovic zodral koze Nevadi Slovensko strapnuje celom svete nevadi Matovicovi nema respekt upratovacka urade vlady upratovacka vedro Borisovi nevadi Namiesto ociciek svietia dolariky desi jedinej veci Matovic Sulikom Remisovou rozbiju urobi mohli kradnut cele styri roky megakseftisko nechaju ujst Boris neprezil najde takto narychlo novy biznis novu mafiu hlavne nepytajte hlavne nedat slovo novinarom Mr Dollar zvolal koalicnu radu ide urovnat najlepsom poriadku Miliardy tecu slinky zbiehaju Hlavne riesme skutocne problemy rozdelit lup europskych fondov Planu obnovy povedal Boris Kollar bla bla ehm ehm bla bla ehm ehm pokojne ignorovat Boris chce dalej kradnut chcel koalicnym partnerom odkazat Koniec hlasenia,3
opatreni testovania pacientov nesedi sprosti narod stado dobytka hlavy dolu,3
biznis ludia pracuju obchode fyzicky zadusit tupe hlavy vymysliet chciet ludoch fakt myslia stado,3
neda dychat oslabuje imunitu nici zdravie Najhorsie vyse roku davno prisiel styku coskoro prejde rok chripka zmizne sama spanielska tlacit hlavy bludy vdaka vakcine ruskam Keby nechceli nabalit nebudu ludi hnat testovania podporia imunitu vitaminmi zgrupovania dusenia ruskom Lenze nejde zdravie ludi najviac chorych,3
chvilu rozdaju vojenske masky chodit jak debili smiat idioti,3
pracovat neviem predstavit minut obchode dusim Jedno hlupych opatreni vlady,3
jebe celkom,3
banda kokotov zachvilu zakazu dychat cerstvy vzduch nosia aspon hodinu hodin ludia pracuju povinne nosit banda debilov,3
roboty nepojdem respiratorom vcera oznamila nadriadenej nezaujima nosit NEBUDEM nezadusim niekto povedal poslala vyzrateho mikasa vysoku pec uss respiratorom hodin celym parlamentom hodinach volby bo skapu,3
grc Slovaci zobudte,3
Diktator narobil onuce dalo cakat ospravedlnovat Sulik posral,3
nechcete hlavu premiera isty hajzli,3
Proste nedava logiku da zakaz vychadzania stupaju pocet nakazenych nechapem znas roba debilov ockovanie neni dobre zakaz vychadzania neni dobre ludia vychadzaju stat strasi ludi neviem chcu dokazat inaksie choroby stale covid nexistuje covid fakt ludia stat strasi robi ovecky mohli debili sledovat stupa tich vakcinach zrejme nevada zmysel idiotska vlada hlavne media ludi strasi,3
Matovic drzi vsetkych gule,2
zase posral jak vzdy neverim nos ocami,3
Skurveny BASTARDI,3
SULIK NAJVECSI HAJZEL KEDY SEDEL PARLAMENTE VLADE SKURVENY FARIZEJ,3
Jeden velky bordel odpad vlade,2
Ludia pojdu ulic neni unosne psychiatra zrusit vyhovuje hajzli jedny nicia Slovensky Narod,3
pretvarky chodte skusat male deti Niesme sprosty mudry,3
Sulik kkt,3
pani kokoti respirator nariadenie vladou zmrdi okrem kolky behaju rusok handrovych takych nezastavia,3
vsetkym JEBE Hnus ludia ludom dovolila pritomnosti dietata Zdravy rozum zastavi,3
Mila vlada pan premier Igor Matovic pan minister Marek Krajci pani podpredsedovia Veronika Remisova Richard Sulik NEEXISTUJETE vidno Stratili Nevystupujete Zobrali sice opraty vedenia boja pandemiou ruk kone usli vozom zostali bazine potapate celu krajinu GAME OVER cele pocitacovu hru stracate zivoty Najprv LEVEL jednom LEVEL desiatkach LEVEL stovkach mesiac teraz LEVEL PRO stracate tisickach stovkach denne hre odoberaju zivoty Problem neexistuje tlacitko START AGAIN nezabudli dorobit hra dokonala Verzia SARS CoV Neprecitali manual piktogramy prvej strane GAME OVER Posledny zivot Blika Problem jazdouo nedorobili kurz Krizovy manazer BASIC hrate narodom milionov ludi rusku ruletu Prehravate jula august cele COVID FREE leto svadobnu jesen terasovy advent pekelne vianoce Desivy start noveho roka bonus lakadlo trufate jasne trufate radi jazdu kolotoci teraz retazovka utrhla batohu milionov zivotov hrajuskate uzivate chodite pravdepodobne dovolenkach bublinkach Venujte vsetkemu vlada portfoliu Eurofondom ekonomickej pomoci reforme zdravotnictva riadeniu ministrov tisic statnych uradnikov platime Zostante vlade makajte den noc nechajte riadenie COVID krizy niekomu KOMUKOLVEK riadil krizu minimalne auto defektom utrhlo doma tocku Nechceme pocitacova hra skoncila cela krajina musela riadiaci pocitac nabootovat nanovo hlaskou SMER zhodu nechceme nechcete dajte PAUSE pozrite okolo ZOBRAL Hlasime pomocnici datoveho skladu takto vieme trosku riadit verte schopni krajine pozname mobily cas robit PRO BONO PRO slova profesionalne profesionalne Trustus Vieme cela krajina zije samovrazdou konkretne MENO issue velke vcera DVESTO DVADSAt TRI Jankov Michalov Marieniek Stefiek Zabudnute mena truhlach Limit populacie tisic urcite nelajznete nemate odvahu PAUSE Push it Bacha program SARS CoV verzie Verzia UK upravena chysta Irsko vie,2
Kurwy chrbtovej kosti jebol zem deckom idiot sprosty bezcitny,3
Fuuj hnus dementi policajti,3
Banda ko ko pozatvarat jebnute hoveda,3
skurvene gestapo ludia preberte fizli fasisti sluhovia matovicovej gardy tupe hlavy best charakteru,3
Grcam jebnuta vlada jebnuty stat chrbtovej kosti,3
Teplousko riadne ojebava neda pocuvat svina,3
Sajnos norbika nem szabad betegnek lenni csak covitosnak,0
Hovoril pomoze prve testovanie ludia nanho isli verili fakt pomoze klud nepomohlo presne isty pripad druhe testovanie podotykam obidva pripady dobrovolne povinne dva pripady ucinkujuce neboli dal lockdown Vianoce slovami pomoze nuz cuduj svetu nepomohlo dva mesiace skoro zatvorene dva mesiace chodia ludia testovat hovno,3
Klamete,2
Zuzana Naco zdiela Harabina vidno tvojom komentari,0
Konecne dokaz infikuju testovanim prepacenim hlupak vidi lekari sklamali vedia nepovedia neni luto starych rodicov priamom prenose,3
Monika Hrivnakova okoli pravnikov plagiatorov podvodnikov,0
Cudujem nedostatok zdravotnikov fb druhy,1
Vladimir Kapala Vladimir prilis odvazne dat konci vykricnik ziadnom pripade nechcem urazit Vasom mieste minimalne napisal neexistuje Chce trosku pokory,0
Kolko obyvatelov milionov loteriove cisla chore,1
Remisova povedala nebudeme sledovat ludi Cine Skoro spadla stolicky minuly rok jar sledovali mobily ludia nechavali doma chodili obchodov banky posty Keby nedal Smer Ustavny sud pokracujete HANBA vsetkym klamete klamete klamete,2
Samozrejme zachrancovia EU minuly rok Taliansku vznikol problem EU prestala existovat nikto nevedel krajiny mimo EU prisli realne riesit zlozity problem neprekvapuje sproste lockdown chujove opatrenia jedine dosiahli vedome poskodili psychiky ludi,2
Zabudli napisat vyse umrti styri dni Silvestra internete pisete same sprostosty napisete Televizii davate celkom inak Aspon dohodnite cislach Hlavna vec vcera davali Televizii Slovensku nepribudlo jedno umrtie klamete strasite ludi pravdu treba zatvarat potraviny nechajte ludi Pokapu hladu doma mohli napisat zomreli Vysraty Covid Hlavna vec politici chodit kade tade zahranici dovolenkach schvali plateny skorumpovany Mikas dni karanteny mohli schvalit nudzovy stav chodit nakazeny schvalovat zakonny Debil Matovic dobre cele chore hlavu,3
of ist prezidentka nerobia neschopny aeste chcu ludom Dan navy it vlastnit jejichbdomy ludia platit nemaju tolko vlada myslis naseba ludi bsnda Nikto neurobila dobre narod dajte ludom male dochodky vacej pridajte mzdach umoznite ludom vacej Zara at brat banda jedna matovic odstupil aprisel druhy ist Matovic chce Sulik neurobila Otvorte nebrante ludom de IDE vela pozitivnych Nestaci vlade chce vacej rat Nikde nezazila hnustnu vladu nemysliy ludi hanba Slovensko neni Slovensko vsrtko pokazila zhorsily bsnda jedna konecne mohly rozumne urobit anie povie matelko minister,2
Jednoznacne Veronika Remisova Pelle trepe neskutocne fuj,3
prestante klamat krista hlupaci verte kravinam dnesnym negativnym testom verim cele ojebava ie ludia spamatajte da,3
Ingrid Samuhelova pani zlata drviva vacsina vylucne nasilu kvoli vydieraniu zastrasovaniu sikany Tot skromny pohlad vec,0
debil nemam dodat,3
kovid nemam pravdu uctu ludom uctu tazko chorym onko pacientom ch teraz neliecia liecia vymyslenu kovid plandemiu zachrania zivoty mnohych onko pacientom aspon niekolko mesiacov chemoterapie Prajem vela sil pozitivnej energie bojovat zakernou chorobou kardiakom diabetikom,0
teraz pribudnut dva krat tolko umrti hanba,2
kotlebovec vysity fyzicky psychicky mentalne hanba takym individuam spravili rodicia skoly chybu vychove prisne potrestat,2
Michal Bartos Ziadnu pokoru ziadnu toleranciu ludom domylenym nabozenstvom,0
Chory magor,2
Jasne zasadne trio kokotos povedia infikovanych pocet mrtvych takto funguje korupcna tv Markiza trio magores Matelko Sportovec Mikas pan keket Krajci,1
Klamstva klamstva vymyslene cisla,2
sama neveri Matelko vzdy presadi sklopia vdzy kridla ocom jednoducho neschopny vech idu zabudnudia,2
Vladimir Kapala uprimne luto Viera dar zbytocne nepoznane Verte Boh miluje prajem pocas zivota precitili Nebudem dalej reagovat pripadny komentar,0
Trapny magor,2
Nemas rusko hladuj dement,3
Zamyslel niekto kolko ludi obchode ruska myslim jeden pan naucil cislo zakona hlupeho komentu mysli vyhral Dufam dostal pokutu Zaroven myslim policajti privolany ludmi panom citili ohrozeny Nemyslim cakali obchode dost prace radi keby prejav slaboduchosti riesit nemuseli,2
kreten vdaka ktoremu cele prd Sam vlastna splodina,2
Magor behat svete rusko chyba kazajka,2
Pellegrini da zackovat hov problem,2
Zuzana Naco Sak olano napisala urcite vysvetli fundovane Erik Tomas TERAZ zalezeni spochybnuju boja pride zatvaraju kamosov nevedia ludia prezradia konali intenciach ustavy odvolavate,0
Michal Bartos viera hlupost sprostych Boh neexistuje luto,1
kkta XD Chod radsej pohonit zjavne problem sam chudak XD,2
odbornici kazdej krajine tupci Harabin jediny strazi demokraciu panom super slovansku verime politikom vedcom porovnanie De povinne rusko respektoval nikto neriesil vynimky nik nebral vazne IQ urovni hupaceho konika lahko ovplyvnitelne Kedy konecne slovac pochopi demokracia robit chcem spolocnej zodpovednosti ludia nepochopia nezacnu vzdelavat nikdy skutocne nikdy nedobehneme vyspele krajiny stale doplacat vlastne ega Nepisem volic Matovica jasne clovek absolutne nezvlada jedinec mysli vie odbornici svetovej urovni dodat skoda slov,3
Komedia priamom prenose,0
ZAKON ZAKON PAKO POZRIEM KSICHT VIDIM PRIMITIVA,2
Problem nasadit rusko niektori fakt chori,2
kedysi menej mentalne zdatny vedeli rodina okolie teraz vie cely facebook,2
popieraci covidu zoberte chodte dobrovolne pomoct nemocnici Covid oddelenie zmenite nazor nebudete hrdinovia komentaroch,0
Vladimir Kapala Naozaj Boh neexistuje,0
jeden vela reci dilino magor jeden respektuje malo ludi bojuju PRAVA,2
Boze takovy problem rousku chvili nasadit vim otravny nakoupim jdu ven sundam ji,2
Naruseny psychopat chce zviditelnit,2
problem nasadit rusko vie nahodou vyhlaseny nudzovy stav case nudzoveho stavu nevyhnutnom rozsahu nevyhnutny cas zavaznosti ohrozenia obmedzit zakladne prava,2
kolko ludi,0
Peter Vons Nespominajte Boha robite zamienkou vyhrazania sankcii urcite nema spolocne Bohom naopak strach panika moderne otroctvo fasizmus,0
Debil dolezity Ostatny dychat slusnosti solidarity okoliu mohol prisposobit zial napumpovane svaly obmedzili pouzivanie niecoho,3
drbooooooo chory hlavu B la lopatov sprostej hlave,2
Vladimir Kapala neviem stalo proti veriacim vazit slova verte neveriaca hlavne proti cirkvi proti pokrytcov idu nedelu vyspovedat hned zaraz prichodom domov strieskaju zenu deti alkohol necham potrebuje niekto potrebuje verit niekoho urcite pomaha zivote niekto schopnosti,0
zatvorit nepaci vojdem niekde pekne nasadim ukazal teraz aki frajer,1
negativnym kludne pozitivny,0
naj hroznejsie stat hajzel Sasovic spol vydieraju vyhrazaju porusia ludske prava obmedzovanie domovej slobody p M Roman nerobi krie hajzla blbosti prosim zakon dodrziavat hajzel povie tlacovke spolu jehou debilkom Mikasom Krajcim policajti zmenit text policajnom vozidle pomahame zlodejom parlamente chranime vladu ministrov,3
Idiot,3
Vladimir Kapala student RK vyjadruje takymto sposobom farizej Sucitim panom Bartosom luto,2
Spolu Drzat Matovic Romov viuzil Buzerant jeden vol premierom Fhu Hamba Mativic Robyl Slovensku Hamba Musyme Zase Spolu Drzat viscej Spyte Stavajte hallo Slovaci svamy,2
hlavne nemovnici prazdne nevery pozrie osobne,0
truba nosia ruska kdo kvoli takymto kokotom zoopatrenie nekonecna jedna vec druha ber aspon ohlad druhych ludi egoista trapny,3
dostava dobre picu Sak duta jak bambus Nevie vobec rozprava,3
tupy chuj nezer nestalo keby dal handru hubu idiotik nepaci nosit dam handru hubu kvoli kvoli svojmu okoliu nedal zrat zasil hubu ratafak chumaj zalobovaci pocarbany,3
Vymlety mozog magor,2
Dospely ludia nevedia prisposobit ostatnym Predvadza ostatnym ukazal frajer just rusko neda Debil,3
Hajzlik chrapun ohrozuje ludi nejde das rusko chranil jedno ide predavacky ludi ohrozujes neobsluzil chrapunov nemali obsluzit nikto nechce nosit respiratory nenosim nosim rusko obchode interieroch pohybuju ludia nejdem proti svojmu zdraviu dusik respiratorom robil ubohe debilko,2
Testami nepresli klinickymi testami antigenove testy nemaju ziadneho drzitela registracneho dozhodnutia takzee paaaaaan P neziaduce cinky porusovanie ludskych prav ludia,0
dobra mastrubacia ega D D D D D dopice chlap jak buk nevie dat rusko usta nevie dychat zlaty rit vies utriet sam straca cas policajtmi mrha casom policajtov mrha peniazmi potreboval pohonit ublizene ego miesto nakupil isiel domov nespasis svet nezachranis slovensko nemas pravdu niesu lepsi ostatni odmietas rusko chuja celom svojom okoli niekto lezat jiske hned zacnes nosit rusko,3
Nikde neni povinne rusko nosit sk paragrafu Matovic vymyslel neni schvaleny zakonom vsade ziju normalny zivot slovensku ludia utlacany prinuteny clovek nechce Najdu suhlasia ruskami testovanim aspon neberte ludom rozhodnutia rozhoduje pravdu nesuhlasia testovanim ruskom idioti nazor,3
kktny doviedli aktualne testovanie strci riti presne kvoli vymyslu stav,3
nabuchanec nariadenie nezodpovedny arogantny voci druhym dostane Covid neohrozuj druhych pustit vyboj Kvoli takym dlhsie doma nepaci nedokazu jem vysoke ego,1
Monika Potvora Kovacova klinickymi testami nepresiel prvom rade mozog,0
Mongol idiot poslite hroby kopat,3
Maj rozum odstup celou SAS Matelko skor padne hubu pokoj,1
nezacalo Pellegriny bordel,1
Kolko tychto testovanych islo test dobrovolne kolko dobrovolne test vlastne vypovednu hodnotu chcete robit dalej,0
Ingrid Samuhelova negativny test neznamena negativna tolko takzvanym testom,0
Peter Vons treba dodat natlakom straty zamestnania zivobytia,0
psychopat chory bodaj skoncil plucnej ventilacii nakopat guli,2
Preboha Sak mimo jeden da testy nekupi druhy Facebooku testy blave splnene spremierom vtej hlave poriadku,1
Polak Isty Curak sulik Polak sprava asocial kravate,2
Peter Vons ludia nemali vyber,0
magor vinu nikdy neprizna vzdy najde niekoho hodi,2
Banda kokotov,3
Predchadzajuca vlada stala konsky kkt aspon nekydali bozi den,3
Frederik Olbert Piestnicky,0
Kreten mysli frajer kdyz se spatne dycha rouskou at cisti zuby kreten,2
Holeho testuje davaju odpad tolko testovania,2
Falosny ficou lokaj dojedol,1
Ozval pravy Judas zapredal vlastnych,2
Zuzana Naco presne pan Vons nema spolocne Bohom dobre viete verim spravodlivost pocka,0
Magor ostane magorom,2
ludia choroby pokapu hlavne celi zivot platia odvody zdravotnej grc banda vyjebana cela vlada,3
zas retardi postoja sk buria katolibanu hlavy stracaju preferencie neboli predcasne polak pojde kopat kanale krajniakom,2
komin imbecil splodiny inak niekoho fotis natacas verejnopravny cinitel potrebujes suhlas curak trestne stihanie,2
Chudak psychopat chudak menej,2
chcel nakupit testy zakona problem vajdu,2
pekne Blazon ide odvolat idiota,3
Peter Vons Prepacte viete sli radi Bozie mlyny melu pomaly spravodlivo,0
Jozef Kovac policajt hambit takto podporuje fasisticky rezim Ver raz vrati hambi judas zapredany,2
Sulik zloz ubohe trapenie celej vlady neviete dohodnut nebo modre,2
skonci nedat nazrat vodu Matelko dava jedlo ubohe dojde benga prosit ludi pomoc otocime chrbtom nikdo ziadny zakon neporusuje neviete riadite debilko dojde smradi,2
Isiel vetrat Teraz vedet Covid veljy podvod chripka zmutovana nue dokaze napadnout slabi organizmus dane Testovacioupotvirou davali nos Ludia zlati,1
kus pravdy voriekol celu Bezcitni abezchatakterni vlade vobec moci vsetcia vladtne stal vladtneho hniezda cela pravda,3
drzat usta nema povedat teme Hanba jedna politicka nevedela adekvatne odpovedat blaboce Zbytocne,2
Vobec necudujem spravaniu cele OLANO cele najvacsim Trollom nevedeli nikdy robit vesat sprostosti FB pobehovat parlamente transparentami nosit kedjaky odpad rozhadzovat neustale kritizovat dokazali urobit velke okrem videa zpred vily Cannes,2
Pollak ide P buzerant jeden ozyvat bezcitny zvas city jeden robite fujjj hambite,2
Peter Vons Boh neexistuej nedakujte,0
odvola Matelko zmeni retoriku Susulik zacne pravdu rozpravat ludom,1
Podvodnici fasisticki,0
takto zajtra naj kamosi cele chore cela vlada,1
Riadna blbost cele SVK pretestovane vymizol covid den riadenie rezortov,1
Peter Vons pan poslanec Slovensku nemusite opicit Americanoch,0
slovensko novov vladou chaos hanba cely svet posmechom vela kryvdi pacha ludi klamstvo,2
Uboziak,3
vynimky papalasi laskavo skoncia chce Holy rodinou ostane rodina vrati Slovensko riti uvedomte verejne cinni prvi dodrziavat nariadenia vynimky obycajne chrapunstvo strany mili politici,2
miesto Remisovej Matelko hned trochu lepsie rozmyslalo,1
hraju zasa divadlo IDIOTI padli hlavu,3
zijeme jeden bordel,1
vseobecne treba podakovat menovite D,0
Ludia zli Vlada,1
vrela vdaka vsetkym zorganizovali tlieskam vela Romov nepracuju predsa prisli otestovat,0
Polak potkan spatny hanba ludia zastupuju Slovensko,2
bordel opatrenia,1
Radsej Sulika cele ostatnych kktov,3
nikam nepozenu museli gule narod nema,2
Vynimku tusim ludia mentalnym postihnutim,0
Otestovat ockovaciu latku,0
Slovensku nepaci nikto silu nedrzi keby vlade niekto Matovic vydali trapny,1
chaos bordel nebol roky Matovic chcel prvenstvo boji proti hnusobe,1
Michaela Spisiakova sedte dni doma lepsie nezalezi rodine vasom svedomi rozhodli dobrovolne nikto nenutil,0
dve vakciny pride clovek pozitivnym testom lekarovi lekar ist karanteny naco potrebne ockovanie urcite prd biznis,2
Nepoznala Slovenska pekne zostane odsere napachal kazajka pasikovy domaci ubor,1
male Slovensko znicene vladou hanba vsetkym zodpovedny pride zlocinci,2
kedy pozenu vysvetlite osoba skoro rok drzat poste premiera nehovorim nabozenskych fanatikoch vedu Myslel Krajci mimo predbehol Krajniak miesto dovozu liekov vakcin stavat morove stlpy kolko ludi umriet zbavili,1
presne tancoval hrobe Kuciaka dostal moci vysledok alibizmus arogancia nema sebareflexiu robi krajine rano napadne,2
Psychicky naruseni ludia Zavriet basy liecit Dozivotne,2
pridelil nezmyselne nakup testo hospodarstvo priznal blbost prideli vnutru malo povodne obstaravat zdravotnictvu drzat svojej logiky zivotne prostredie vedelo obstarat,1
Obmedzeni Ludia Nepricetne Osoby cest vynimkam premenovat bandu klamarov podvodnikov plagiatorov zakazat mohli buducnosti raz dostat podvodne parlamentu,2
Anastazia Stolicna dakovat vtedy takymto dobrovolne povinnym sposobom nanutia ludom ockovaciu vakcinu,0
Cele zatykanie obycajna fraska prekrily ksefty hadam jasne Jednu mafiu vystriedala druha horsia,3
Martina Jonisova Jaj hlava,0
naivne dufa chlebodarcovia dodrzia slubil sakra myli,1
Ukrajina proti psychopat zariadil prec Slovenska,2
Psychopat udajne prec Slovenska Udajne kupil dom Rakusku vozi pancierovana limuzina,2
Anastazia Stolicna mysleli rozdavat chlebicky,0
Igor vystatuje vycistii vsetkych pustia he is debil,3
Situacia nemocniciach vychode kriticka Merkelova Matovica ponukla lozka hrabe lozko Kalavskej lozko Merkelovej level Pavlinu rozhodit jedu,1
Nemas uuuzasnyyy,0
stado oviec radsej pojde dat xkrat testovat napchat vakciny zvolia znova musel inteligentny narod davno saso nebol premierom,1
chate novom roku,0
zlihanie sk katantena NIGDY nebola strany nikto nerespektoval statoch kvoli karantene bili policajti hlava hlava lepsie vrah slovak sam,2
uvahy vystahovani zahranicia vyvolavaju usmev zahranicia Uzhorodu Polska Ceska Nemecka atd strasite vladu,1
Olga Benkovska isli pani herci ulic pracu neprisli hraju serialoch takmer nikto nepozera nevadi hlavne peniazky sypu filmoch reklamy dabing divadlo vedlejsak velmi dobre zaplatene opacnom pripade nemohli zit vysokej nohe ziju nespokojni nepovedalo,1
nedavno pisal zadrzany automaticky odsudeny stat pekne platit vivat matelko silne slova,1
Hlavne hovadzie konzervy dostali slova hovado,3
Matelko reprofiluje nemocnice covid stava vrahom pacientov inou vaznou diagnozou,1
pustia cloveka ktoreho hlad donutil ukradnut posraty hamburger chceli zabasnut rokov nezabasli chore chore chore,3
vi melete vseci hluposti neznej revolucijuns nerobilo rozkradali stiricat rokov taskosa vybudovalo zapad hodil nkunam ucit unas funguji celej ceskoslovenskoekonomika skolstvo zdravotnistvi robpotu socilne zabespeceny teraz meciarove vlady dzurindove vlady suster gasparovic fico ostatny ukaste aspon jedneho kdo urobil dobro narod neznej revoluciji neboli miliardari zakonisme cosme museli dodrzat odrevoluciji nevidim ziadne nove tvare vsade isty ludia motaju okolo korita akurat kabati tricka obracaju hlupy narod stale verime naletyme predvoleby sluby zsakony robija preseba prenas narod zadse zapadol nhlubekeho spanku treba pozerat okolo statov unas najprv parlament treba vicistit korenia nasdit spavy ludi,2
Treba ist vyhnat osratymi metlami blazon ktoreho volili blazni,1
jebte Sulikovi cudujem cisla nepustia ucte,3
Ticho burkou,0
hajzel trnavsky teraz nevrieskas,3
Kedy skoze kolko potrva psychopat,2
nenachadzam slov skurveny stat pandu zlodejov smiech robi hlupostou plakat neda cele zle,3
nevie kedy povedat Vie urazat rozkazovat Komunikacia nulova,0
nebol problem dostat spat SR,2
prekvapive Akurat divadielko skoncili Skoda policajti nechavaju robit takychto idiotov,3
Lipsic vysekal von mafia Boh nevidel AllForJan boj proti smerackej mafii teraz Matovicovu mafiu dostavaju komentare respektovali najvyssi sud plati presumcia nevinny Lucanskom vedeli sudu skorumpovana svina policajna dohnat smrti Lucansky out Hascaka pokojom pustili von pise scenar Svina teraz pisal gestapom rozviazanim ruk policie teraz stat platit odskodne milionoch,2
Matovic velke reci Spolu dame Lepsie zmiznut zmiznite navaky,0
visiet gule,2
Oprava obuvi prd chcem kupim novu chore mozgy vymislia,2
teraz pribudnut dva krat tolko umrti hanba,2
tesila konecne hamby narobil debilizmu rosieval vypadol Slovenska pokoj skoda,0
vcera neskoro Zivot slovenskeho politika raz Staci dostat stranou parlamentu vyhrat volby kradnut drancovat aspon roky keby nevyslo Nabalit najviac kupit vilu mimo slovenska zahojeny dokonca zivota pripadne zalozit zahranici bizbis sak kapital nato roky zabezpecenu celu rodinu niekde pokoji dozit krasny zivot pokojnym spankom usmevom perach bonus pokoji zomriet,1
kedy pozeniete konecne Fica Slovenska Hlupaci,2
vrah zavrazdeneho cloveka pikat,2
necudujme obycajna Slovac pindy vidi politikov ludi takychto clenskych zakladni pazi vynimky bohuzial pravdu,0
radiu hlavne vypraval bi netestoval Matel psa idiot riadny,3
topanky pokazili,1
chore filme Obecna skola,1
milovany Matelko Psychopat,2
Spolu dame,0
Michaela Novomeska verte problem nerobi dobre Pametam stale slobodnim obcanom rozhoduje sam taktiez pravo vlastneho nazoru radsej chodte starat rodinu zase starat prajem pekne nedelu,2
Matovic slov neni kus karma zdarma platit sposobil zmrd,3
Farizejsky ksicht,2
chyba zivotu hajzli,3
Obyc saso,1
oblecenia nechyba hlavne detom Mudri velmi riti,2
policajt clovek ovela vecsi magor Matovic,2
popieraci covidu zoberte chodte dobrovolne pomoct nemocnici Covid oddelenie zmenite nazor nebudete hrdinovia komentaroch,0
